target_id	length	eff_length	est_counts	tpm
XM_045720887.1	3314	3265	1.08692	0.0646984
XM_045720888.1	5360	5311	15.4874	0.566736
XM_045720889.1	3448	3399	35.9914	2.05791
XM_045720890.1	1065	1016	0	0
XM_045720891.1	4422	4373	0	0
XM_045720892.1	4135	4086	0	0
XM_045720893.1	5262	5213	13.5871	0.506543
XM_045720894.1	5131	5082	9.31568e-08	3.56253e-09
XM_045720895.1	6140	6091	24.6165	0.785447
XM_045720896.1	2728	2679	0	0
XM_045720897.1	6676	6627	0	0
XM_045720898.1	6675	6626	0	0
XM_045720899.1	3481	3432	0	0
XM_045720900.1	3548	3499	4.06356e-08	2.25705e-09
XM_045720901.1	2315	2266	1	0.0857667
XM_045720902.1	6657	6608	0	0
XM_045720903.1	4847	4798	0	0
XM_045720904.1	4823	4774	0	0
XM_045720905.1	4733	4684	0	0
XM_045720906.1	6284	6235	0	0
XM_045720907.1	4523	4474	0	0
XM_045720908.1	4499	4450	0	0
XM_045720909.1	4472	4423	0	0
XM_045720910.1	4469	4420	0	0
XM_045720911.1	4382	4333	0.980786	0.043991
XM_045720912.1	5164	5115	0	0
XM_045720913.1	3669	3620	0	0
XM_045720914.1	2749	2700	0	0
XM_045720915.1	4028	3979	0	0
XM_045720916.1	2688	2639	11.7316	0.863966
XM_045720917.1	3641	3592	3.76915	0.203932
XM_045720918.1	4810	4761	1.04658	0.0427223
XM_045720919.1	2726	2677	0	0
XM_045720920.1	3388	3339	0	0
XM_045720921.1	1235	1186	0	0
XM_045720922.1	3190	3141	0	0
XM_045720923.1	852	803	0	0
XM_045720924.1	650	601	2	0.646746
XM_045720925.1	2755	2706	4.40439	0.316327
XM_045720926.1	3824	3775	0	0
XM_045720927.1	4062	4013	0	0
XM_045720928.1	7420	7371	49.6912	1.31018
XM_045720929.1	7183	7134	0.000587797	1.6013e-05
XM_045720930.1	9054	9005	0	0
XM_045720931.1	8765	8716	10.0812	0.224789
XM_045720932.1	5779	5730	0	0
XM_045720933.1	8507	8458	0	0
XM_045720934.1	1517	1468	0	0
XM_045720935.1	7669	7620	4.91235e-08	1.25289e-09
XM_045720936.1	7433	7384	0	0
XM_045720937.1	8259	8210	6.43628e-08	1.5236e-09
XM_045720938.1	7538	7489	18.2695	0.474113
XM_045720939.1	7310	7261	0	0
XM_045720940.1	7332	7283	0	0
XM_045720941.1	4857	4808	0	0
XM_045720942.1	5732	5683	0	0
XM_045720943.1	7223	7174	0	0
XM_045720944.1	8128	8079	5.73046	0.137851
XM_045720945.1	2716	2667	0	0
XM_045720946.1	2089	2040	2.30138	0.219248
XM_045720947.1	2334	2285	1.34835	0.114682
XM_045720948.1	23855	23806	1087.97	8.88197
XM_045720949.1	3443	3394	0	0
XM_045720950.1	6346	6297	10.2165	0.315316
XM_045720951.1	7154	7105	0	0
XM_045720952.1	8356	8307	0	0
XM_045720953.1	8254	8205	0	0
XM_045720954.1	7629	7580	0	0
XM_045720955.1	6973	6924	31.8655	0.89442
XM_045720956.1	7063	7014	1.32013e-05	3.65788e-07
XM_045720957.1	7142	7093	0	0
XM_045720958.1	5653	5604	4	0.13872
XM_045720959.1	2018	1969	0	0
XM_045720960.1	4838	4789	12.6988	0.515344
XM_045720961.1	4727	4678	0.0036678	0.000152379
XM_045720962.1	4723	4674	35.6692	1.48314
XM_045720963.1	4612	4563	0.0087724	0.000373634
XM_045720964.1	4461	4412	235.742	10.3844
XM_045720965.1	6807	6758	0	0
XM_045720966.1	6807	6758	0	0
XM_045720967.1	8366	8317	0	0
XM_045720968.1	8450	8401	0	0
XM_045720969.1	6735	6686	0	0
XM_045720970.1	6708	6659	0	0
XM_045720971.1	6702	6653	0	0
XM_045720972.1	6630	6581	0	0
XM_045720973.1	8273	8224	3.04063	0.0718553
XM_045720974.1	6141	6092	1.3569	0.0432878
XM_045720975.1	8294	8245	0	0
XM_045720976.1	8189	8140	0	0
XM_045720977.1	7340	7291	3.03857	0.0809954
XM_045720978.1	1981	1932	0	0
XM_045720979.1	1575	1526	14.8285	1.88852
XM_045720980.1	2609	2560	13.2496	1.00587
XM_045720981.1	1063	1014	0	0
XM_045720982.1	1344	1295	0	0
XM_045720983.1	5076	5027	4.12503e-06	1.59477e-07
XM_045720984.1	5091	5042	1.38965e-07	5.35649e-09
XM_045720985.1	5141	5092	0	0
XM_045720986.1	2531	2482	0	0
XM_045720987.1	8477	8428	6.50196	0.149933
XM_045720988.1	8474	8425	9.74988	0.224909
XM_045720989.1	4080	4031	0	0
XM_045720990.1	4257	4208	0	0
XM_045720991.1	4181	4132	6.83481	0.321473
XM_045720992.1	4220	4171	0.000155534	7.24711e-06
XM_045720993.1	3963	3914	0	0
XM_045720994.1	3597	3548	0	0
XM_045720995.1	5737	5688	0	0
XM_045720996.1	4744	4695	0	0
XM_045720997.1	6250	6201	26.1753	0.820368
XM_045720998.1	4738	4689	0	0
XM_045720999.1	8070	8021	0	0
XM_045721000.1	1922	1873	0	0
XM_045721001.1	2845	2796	0	0
XM_045721002.1	2724	2675	0	0
XM_045721003.1	2840	2791	0	0
XM_045721004.1	2836	2787	0	0
XM_045721005.1	2442	2393	0	0
XM_045721006.1	2436	2387	0	0
XM_045721007.1	2339	2290	0	0
XM_045721008.1	2326	2277	0	0
XM_045721009.1	2097	2048	0	0
XM_045721010.1	2833	2784	0	0
XM_045721011.1	2178	2129	7.9036	0.721486
XM_045721012.1	2173	2124	8.03417	0.735131
XM_045721013.1	2793	2744	16.7839	1.18874
XM_045721014.1	2867	2818	0	0
XM_045721015.1	2551	2502	0	0
XM_045721016.1	2272	2223	20.7567	1.81467
XM_045721017.1	4024	3975	147.06	7.19014
XM_045721018.1	1935	1886	0	0
XM_045721019.1	3975	3926	14.9744	0.741271
XM_045721020.1	3861	3812	18.8903	0.963082
XM_045721021.1	3858	3809	10.4106	0.53118
XM_045721022.1	3740	3691	19.926	1.04919
XM_045721023.1	1644	1595	0	0
XM_045721024.1	1786	1737	0	0
XM_045721025.1	1715	1666	0	0
XM_045721026.1	1738	1689	0	0
XM_045721027.1	1208	1159	0	0
XM_045721028.1	1110	1061	0	0
XM_045721029.1	9510	9461	49.4002	1.01478
XM_045721030.1	9789	9740	0	0
XM_045721031.1	9790	9741	0	0
XM_045721032.1	9774	9725	0	0
XM_045721033.1	9762	9713	0	0
XM_045721034.1	9717	9668	0	0
XM_045721035.1	4124	4075	0	0
XM_045721036.1	4210	4161	0	0
XM_045721037.1	4083	4034	0	0
XM_045721038.1	4459	4410	0	0
XM_045721039.1	3860	3811	5.46761	0.278828
XM_045721040.1	2891	2842	25.9123	1.77198
XM_045721041.1	2195	2146	0	0
XM_045721042.1	2145	2096	0	0
XM_045721043.1	2139	2090	0	0
XM_045721044.1	2128	2079	0	0
XM_045721045.1	2115	2066	0	0
XM_045721046.1	2046	1997	0	0
XM_045721047.1	1818	1769	0	0
XM_045721048.1	1946	1897	0	0
XM_045721049.1	2316	2267	0	0
XM_045721050.1	2267	2218	0	0
XM_045721051.1	2261	2212	0	0
XM_045721052.1	2249	2200	0	0
XM_045721053.1	2237	2188	0	0
XM_045721054.1	2163	2114	0	0
XM_045721055.1	1941	1892	0	0
XM_045721056.1	2271	2222	0	0
XM_045721057.1	1746	1697	1.09698	0.125631
XM_045721058.1	1668	1619	27.2514	3.2713
XM_045721059.1	3703	3654	0	0
XM_045721060.1	3399	3350	0	0
XM_045721061.1	3734	3685	15.092	0.795953
XM_045721062.1	3486	3437	0	0
XM_045721063.1	3269	3220	0	0
XM_045721064.1	3147	3098	0	0
XM_045721065.1	3140	3091	0	0
XM_045721066.1	3667	3618	0	0
XM_045721067.1	3108	3059	0	0
XM_045721068.1	1965	1916	3.06895	0.311296
XM_045721069.1	3575	3526	0	0
XM_045721070.1	3999	3950	0	0
XM_045721071.1	3996	3947	0	0
XM_045721072.1	3153	3104	0.000443751	2.77841e-05
XM_045721073.1	3132	3083	1.00502	0.0633551
XM_045721074.1	3874	3825	5.36466	0.272577
XM_045721075.1	3235	3186	0	0
XM_045721076.1	1766	1717	0	0
XM_045721077.1	1474	1425	0	0
XM_045721078.1	6036	5987	0	0
XM_045721079.1	2031	1982	34.8323	3.41552
XM_045721080.1	4039	3990	0	0
XM_045721081.1	3721	3672	1.03291	0.0546686
XM_045721082.1	3290	3241	43.538	2.61077
XM_045721083.1	3277	3228	1.0942e-08	6.5878e-10
XM_045721084.1	3231	3182	0.135721	0.00828947
XM_045721085.1	3114	3065	7.45126e-08	4.72474e-09
XM_045721086.1	3097	3048	4.17914e-05	2.66472e-06
XM_045721087.1	3920	3871	0.304715	0.0152985
XM_045721088.1	3579	3530	0	0
XM_045721089.1	3567	3518	166	9.17043
XM_045721090.1	3564	3515	0.000213295	1.17932e-05
XM_045721091.1	1867	1818	110.398	11.8018
XM_045721092.1	7840	7791	17.1194	0.427045
XM_045721093.1	4061	4012	9.52533	0.461421
XM_045721094.1	7649	7600	0	0
XM_045721095.1	5043	4994	21	0.817239
XM_045721096.1	3202	3153	14.6575	0.903474
XM_045721097.1	7096	7047	0	0
XM_045721098.1	7092	7043	0	0
XM_045721099.1	3028	2979	0.257593	0.0168051
XM_045721100.1	3023	2974	1.74241	0.113864
XM_045721101.1	6769	6720	0	0
XM_045721102.1	16380	16331	0.0499621	0.000594575
XM_045721103.1	16365	16316	0.142166	0.00169341
XM_045721104.1	16359	16310	0.21606	0.00257454
XM_045721105.1	16308	16259	7.62787	0.0911775
XM_045721106.1	1787	1738	15.1113	1.68978
XM_045721107.1	1502	1453	7.05459	0.943592
XM_045721108.1	1337	1288	0	0
XM_045721109.1	1469	1420	0	0
XM_045721110.1	1990	1941	18.061	1.8084
XM_045721111.1	1939	1890	10.8205	1.11267
XM_045721112.1	8124	8075	0	0
XM_045721113.1	8101	8052	0	0
XM_045721114.1	3088	3039	0	0
XM_045721115.1	7075	7026	0.0288806	0.000798869
XM_045721116.1	7131	7082	0	0
XM_045721117.1	7107	7058	0.000163966	4.51491e-06
XM_045721118.1	7172	7123	0	0
XM_045721119.1	7069	7020	0.0763557	0.00211389
XM_045721120.1	7042	6993	6.12886	0.170331
XM_045721121.1	7036	6987	16.2783	0.45279
XM_045721122.1	1534	1485	0	0
XM_045721123.1	4025	3976	29.5176	1.44282
XM_045721124.1	3402	3353	6.59072e-08	3.82013e-09
XM_045721125.1	1499	1450	0	0
XM_045721126.1	2469	2420	2.69564e-08	2.16483e-09
XM_045721127.1	1457	1408	2.87271	0.396522
XM_045721128.1	2428	2379	7.51057	0.61356
XM_045721129.1	1209	1160	0	0
XM_045721130.1	1212	1163	0	0
XM_045721131.1	1156	1107	0	0
XM_045721132.1	1183	1134	0	0
XM_045721133.1	1161	1112	0	0
XM_045721134.1	1159	1110	0	0
XM_045721135.1	1160	1111	0	0
XM_045721136.1	1128	1079	0	0
XM_045721137.1	1129	1080	0	0
XM_045721138.1	917	868	195.445	43.7605
XM_045721139.1	2853	2804	0	0
XM_045721140.1	2745	2696	0	0
XM_045721141.1	2663	2614	7.17486	0.533441
XM_045721142.1	9508	9459	0.00273745	5.62443e-05
XM_045721143.1	9481	9432	0.0708104	0.00145905
XM_045721144.1	9449	9400	3.38622	0.0700109
XM_045721145.1	9463	9414	0.622558	0.0128524
XM_045721146.1	9451	9402	2.6581	0.0549452
XM_045721147.1	8565	8516	0	0
XM_045721148.1	5269	5220	8.20172	0.30536
XM_045721149.1	2786	2737	0	0
XM_045721150.1	2793	2744	0	0
XM_045721151.1	1607	1558	0	0
XM_045721152.1	1607	1558	0	0
XM_045721153.1	1947	1898	12	1.22875
XM_045721154.1	3270	3221	2.60326	0.157074
XM_045721155.1	5996	5947	0	0
XM_045721156.1	5981	5932	0	0
XM_045721157.1	5974	5925	0	0
XM_045721158.1	2173	2124	0	0
XM_045721159.1	3095	3046	0	0
XM_045721160.1	3120	3071	0	0
XM_045721161.1	3092	3043	0	0
XM_045721162.1	1869	1820	0	0
XM_045721163.1	1849	1800	18.0568	1.94961
XM_045721164.1	3186	3137	0.0028279	0.000175198
XM_045721165.1	3184	3135	0.00584332	0.000362244
XM_045721166.1	3183	3134	0.00840105	0.00052097
XM_045721167.1	3183	3134	0.00840105	0.00052097
XM_045721168.1	3185	3136	0.00406478	0.000251906
XM_045721169.1	3024	2975	0	0
XM_045721170.1	3164	3115	8.50598	0.530695
XM_045721171.1	3161	3112	25.4645	1.59028
XM_045721172.1	8440	8391	6.6026	0.152926
XM_045721173.1	3482	3433	36.3819	2.05963
XM_045721174.1	3465	3416	0.338532	0.0192602
XM_045721175.1	3456	3407	6.81458	0.388728
XM_045721176.1	1819	1770	0	0
XM_045721177.1	1659	1610	0	0
XM_045721178.1	2069	2020	35.5503	3.42034
XM_045721179.1	2809	2760	14	0.985819
XM_045721180.1	2452	2403	2.259e-08	1.82701e-09
XM_045721181.1	1249	1200	0	0
XM_045721182.1	1211	1162	0	0
XM_045721183.1	1786	1737	0	0
XM_045721184.1	2624	2575	2	0.150949
XM_045721185.1	4093	4044	9	0.432524
XM_045721186.1	3859	3810	0	0
XM_045721187.1	3292	3243	0	0
XM_045721188.1	3292	3243	0	0
XM_045721189.1	2752	2703	0	0
XM_045721190.1	2752	2703	0	0
XM_045721191.1	2740	2691	0	0
XM_045721192.1	2740	2691	0	0
XM_045721193.1	2668	2619	0	0
XM_045721194.1	2527	2478	0	0
XM_045721195.1	2443	2394	0	0
XM_045721196.1	2103	2054	0	0
XM_045721197.1	2116	2067	0	0
XM_045721198.1	2178	2129	0	0
XM_045721199.1	2041	1992	1.03235	0.10072
XM_045721200.1	2035	1986	31.9676	3.12831
XM_045721201.1	2232	2183	0	0
XM_045721202.1	3043	2994	2.44648	0.158806
XM_045721203.1	1836	1787	0	0
XM_045721204.1	1804	1755	0	0
XM_045721205.1	3639	3590	0	0
XM_045721206.1	3573	3524	0	0
XM_045721207.1	3520	3471	0	0
XM_045721208.1	1983	1934	0.0952427	0.00957092
XM_045721209.1	1979	1930	1.00479	0.101181
XM_045721210.1	2407	2358	0	0
XM_045721211.1	2862	2813	24.0633	1.66251
XM_045721212.1	2862	2813	24.0633	1.66251
XM_045721213.1	2132	2083	0	0
XM_045721214.1	3000	2951	0.000303737	2.00035e-05
XM_045721215.1	7555	7506	21.4518	0.555437
XM_045721216.1	1045	996	2.17254	0.423923
XM_045721217.1	2484	2435	0	0
XM_045721218.1	2481	2432	0	0
XM_045721219.1	3035	2986	66.4266	4.32345
XM_045721220.1	4130	4081	0	0
XM_045721221.1	2406	2357	0	0
XM_045721222.1	2972	2923	15.641	1.03996
XM_045721223.1	1008	959	0	0
XM_045721224.1	2712	2663	2.17085	0.15843
XM_045721225.1	2709	2660	7.82915	0.57202
XM_045721226.1	4185	4136	0	0
XM_045721227.1	1601	1552	0	0
XM_045721228.1	2124	2075	0	0
XM_045721229.1	3714	3665	0	0
XM_045721230.1	3727	3678	0	0
XM_045721231.1	3359	3310	0	0
XM_045721232.1	3413	3364	0	0
XM_045721233.1	920	871	0	0
XM_045721234.1	914	865	0	0
XM_045721235.1	909	860	0	0
XM_045721236.1	904	855	0	0
XM_045721237.1	889	840	0	0
XM_045721238.1	882	833	0	0
XM_045721239.1	851	802	0	0
XM_045721240.1	878	829	0	0
XM_045721241.1	835	786	0	0
XM_045721242.1	873	824	0	0
XM_045721243.1	833	784	0	0
XM_045721244.1	826	777	0	0
XM_045721245.1	817	768	0	0
XM_045721246.1	804	755	0	0
XM_045721247.1	801	752	0	0
XM_045721248.1	803	754	0	0
XM_045721249.1	1993	1944	0	0
XM_045721250.1	2012	1963	0	0
XM_045721251.1	2203	2154	33.9928	3.06704
XM_045721252.1	4770	4721	2	0.0823331
XM_045721253.1	5064	5015	3.35982	0.130204
XM_045721254.1	3462	3413	0	0
XM_045721255.1	3334	3285	2.52217e-05	1.49217e-06
XM_045721256.1	3297	3248	9.99997	0.598358
XM_045721257.1	2289	2240	2.17027	0.188298
XM_045721258.1	391	342	4.4626e-05	2.53595e-05
XM_045721259.1	1540	1491	0	0
XM_045721260.1	804	755	0	0
XM_045721261.1	1014	965	3	0.604188
XM_045721262.1	5604	5555	0	0
XM_045721263.1	4731	4682	0	0
XM_045721264.1	561	512	0	0
XM_045721265.1	1908	1859	5.9837	0.62556
XM_045721266.1	2891	2842	22.8204	1.56055
XM_045721267.1	1178	1129	0	0
XM_045721268.1	2281	2232	0	0
XM_045721269.1	2925	2876	26.1644	1.76807
XM_045721270.1	2248	2199	0	0
XM_045721271.1	760	711	0	0
XM_045721272.1	576	527	1	0.36878
XM_045721273.1	1254	1205	0	0
XM_045721274.1	3093	3044	5.66143	0.36146
XM_045721275.1	1888	1839	0	0
XM_045721276.1	3426	3377	22.4259	1.29062
XM_045721277.1	2902	2853	0	0
XM_045721278.1	1482	1433	47.1614	6.39616
XM_045721279.1	756	707	0	0
XM_045721280.1	5836	5787	16.5987	0.55744
XM_045721281.1	5231	5182	0	0
XM_045721282.1	8120	8071	2.12748	0.051229
XM_045721283.1	758	709	0	0
XM_045721284.1	797	748	0	0
XM_045721285.1	710	661	0	0
XM_045721286.1	13396	13347	0	0
XM_045721287.1	642	593	0	0
XM_045721288.1	4365	4316	0	0
XM_045721289.1	876	827	0	0
XM_045721290.1	5167	5118	18.1776	0.690262
XM_045721291.1	7518	7469	2	0.052041
XM_045721292.1	4341	4292	0	0
XM_045721293.1	1645	1596	0	0
XM_045721294.1	1656	1607	0	0
XM_045721295.1	2097	2048	0	0
XM_045721296.1	783	734	2	0.529557
XM_045721297.1	2193	2144	0	0
XM_045721298.1	2176	2127	2	0.182743
XM_045721299.1	2417	2368	2.8149	0.231025
XM_045721300.1	651	602	0	0
XM_045721301.1	399	350	1.1851	0.658059
XM_045721302.1	1500	1451	2.10686	0.282193
XM_045721303.1	1284	1235	2.21122	0.347972
XM_045721304.1	2176	2127	0	0
XM_045721305.1	2213	2164	0	0
XM_045721306.1	2210	2161	0	0
XM_045721307.1	2159	2110	0.827654	0.0762333
XM_045721308.1	2155	2106	7.17235	0.661883
XM_045721309.1	4077	4028	74.9239	3.61501
XM_045721310.1	1842	1793	6.43413	0.69741
XM_045721311.1	855	806	0	0
XM_045721312.1	657	608	0	0
XM_045721313.1	655	606	0	0
XM_045721314.1	655	606	0	0
XM_045721315.1	578	529	0	0
XM_045721316.1	602	553	0	0
XM_045721317.1	1774	1725	0	0
XM_045721318.1	4692	4643	0	0
XM_045721319.1	1473	1424	0	0
XM_045721320.1	1231	1182	0	0
XM_045721321.1	675	626	0	0
XM_045721322.1	2171	2122	0	0
XM_045721323.1	1298	1249	0	0
XM_045721324.1	1295	1246	0	0
XM_045721325.1	1280	1231	0	0
XM_045721326.1	1277	1228	0	0
XM_045721327.1	1274	1225	0	0
XM_045721328.1	1259	1210	0	0
XM_045721329.1	1256	1207	0	0
XM_045721330.1	1250	1201	0	0
XM_045721331.1	1241	1192	0	0
XM_045721332.1	1235	1186	0	0
XM_045721333.1	1232	1183	0	0
XM_045721334.1	1220	1171	0	0
XM_045721335.1	1202	1153	0	0
XM_045721336.1	1126	1077	0	0
XM_045721337.1	1125	1076	0	0
XM_045721338.1	1187	1138	0	0
XM_045721339.1	2272	2223	0.999897	0.0874166
XM_045721340.1	2215	2166	3.80513	0.34142
XM_045721341.1	1767	1718	2.67926	0.303089
XM_045721342.1	1890	1841	2.04781	0.21618
XM_045721343.1	1803	1754	0	0
XM_045721344.1	1569	1520	0	0
XM_045721345.1	2247	2198	0	0
XM_045721346.1	1348	1299	0	0
XM_045721347.1	1026	977	34.56	6.87477
XM_045721348.1	752	703	236	65.2432
XM_045721349.1	2169	2120	3.04699	0.279327
XM_045721350.1	1606	1557	0	0
XM_045721351.1	1981	1932	5.11115	0.51415
XM_045721352.1	2016	1967	0	0
XM_045721353.1	1624	1575	0	0
XM_045721354.1	1830	1781	1	0.109123
XM_045721355.1	2193	2144	13	1.17841
XM_045721356.1	3679	3630	0	0
XM_045721357.1	3318	3269	0	0
XM_045721358.1	7926	7877	1.31326	0.0324018
XM_045721359.1	7923	7874	2.02589	0.0500034
XM_045721360.1	7934	7885	0.413677	0.0101962
XM_045721361.1	7931	7882	0.637875	0.0157281
XM_045721362.1	3513	3464	6.22986e-07	3.49526e-08
XM_045721363.1	3271	3222	36.2333	2.18555
XM_045721364.1	3441	3392	0	0
XM_045721365.1	2225	2176	0	0
XM_045721366.1	624	575	10.5762	3.57471
XM_045721367.1	1990	1941	0	0
XM_045721368.1	1438	1389	0	0
XM_045721369.1	4658	4609	1.75653e-06	7.40676e-08
XM_045721370.1	4592	4543	23.6078	1.00993
XM_045721371.1	2987	2938	0	0
XM_045721372.1	2563	2514	0	0
XM_045721373.1	4799	4750	0	0
XM_045721374.1	2374	2325	0	0
XM_045721375.1	793	744	0	0
XM_045721376.1	2583	2534	0	0
XM_045721377.1	2583	2534	0	0
XM_045721378.1	1437	1388	26.6217	3.72756
XM_045721379.1	2993	2944	0	0
XM_045721380.1	2990	2941	0	0
XM_045721381.1	2984	2935	0	0
XM_045721382.1	2981	2932	0	0
XM_045721383.1	2971	2922	0	0
XM_045721384.1	2968	2919	0	0
XM_045721385.1	2962	2913	0	0
XM_045721386.1	2959	2910	0	0
XM_045721387.1	2888	2839	0.0365702	0.00250346
XM_045721388.1	2881	2832	0.607053	0.0416593
XM_045721389.1	2879	2830	1.35638	0.0931477
XM_045721390.1	2842	2793	0	0
XM_045721391.1	3585	3536	1	0.0549625
XM_045721392.1	2438	2389	5.363	0.436285
XM_045721393.1	1628	1579	0	0
XM_045721394.1	1537	1488	17.0852	2.23149
XM_045721395.1	865	816	13.6144	3.24255
XM_045721396.1	1852	1803	21.7485	2.34429
XM_045721397.1	1684	1635	0	0
XM_045721398.1	1149	1100	0	0
XM_045721399.1	1388	1339	5	0.725718
XM_045721400.1	1119	1070	2	0.363266
XM_045721401.1	364	315	0	0
XM_045721402.1	6401	6352	3.87965	0.118703
XM_045721403.1	1648	1599	0	0
XM_045721404.1	3462	3413	7.40958	0.421926
XM_045721405.1	2710	2661	0	0
XM_045721406.1	2652	2603	0	0
XM_045721407.1	2416	2367	0	0
XM_045721408.1	4347	4298	4.00942	0.181298
XM_045721409.1	4245	4196	0	0
XM_045721410.1	3970	3921	0	0
XM_045721411.1	3913	3864	0	0
XM_045721412.1	3884	3835	0	0
XM_045721413.1	3814	3765	0	0
XM_045721414.1	3866	3817	0	0
XM_045721415.1	3184	3135	2.15501	0.133595
XM_045721416.1	3264	3215	0	0
XM_045721417.1	1956	1907	0	0
XM_045721418.1	1879	1830	0	0
XM_045721419.1	4029	3980	0	0
XM_045721420.1	4020	3971	0	0
XM_045721421.1	3946	3897	2	0.099742
XM_045721422.1	1596	1547	0	0
XM_045721423.1	4069	4020	0	0
XM_045721424.1	1690	1641	0	0
XM_045721425.1	9840	9791	0	0
XM_045721426.1	1524	1475	0	0
XM_045721427.1	3046	2997	0	0
XM_045721428.1	1614	1565	0	0
XM_045721429.1	1082	1033	0	0
XM_045721430.1	1516	1467	0	0
XM_045721431.1	4128	4079	1.30851	0.062345
XM_045721432.1	2458	2409	2.36973	0.191179
XM_045721433.1	2639	2590	10	0.750375
XM_045721434.1	1616	1567	0	0
XM_045721435.1	1334	1285	0	0
XM_045721436.1	1383	1334	4	0.58275
XM_045721437.1	16348	16299	0	0
XM_045721438.1	2152	2103	0	0
XM_045721439.1	2149	2100	0	0
XM_045721440.1	2417	2368	0	0
XM_045721441.1	2114	2065	0	0
XM_045721442.1	4654	4605	0	0
XM_045721443.1	6016	5967	0	0
XM_045721444.1	5904	5855	0	0
XM_045721445.1	16339	16290	0.000304986	3.63862e-06
XM_045721446.1	5845	5796	9.4902	0.318218
XM_045721447.1	2410	2361	1.71429	0.141113
XM_045721448.1	2407	2358	7.28571	0.600491
XM_045721449.1	5470	5421	14.1008	0.505525
XM_045721450.1	16336	16287	0	0
XM_045721451.1	2481	2432	0	0
XM_045721452.1	16327	16278	0	0
XM_045721453.1	1477	1428	0	0
XM_045721454.1	1192	1143	0	0
XM_045721455.1	1072	1023	2	0.379955
XM_045721456.1	10982	10933	40.6773	0.723087
XM_045721457.1	16324	16275	0	0
XM_045721458.1	9784	9735	0	0
XM_045721459.1	4978	4929	1	0.0394293
XM_045721460.1	4730	4681	0.398197	0.0165325
XM_045721461.1	5927	5878	0	0
XM_045721462.1	16322	16273	0	0
XM_045721463.1	3094	3045	55	3.51038
XM_045721464.1	2176	2127	0	0
XM_045721465.1	16318	16269	0	0
XM_045721466.1	1369	1320	0	0
XM_045721467.1	5083	5034	32.8157	1.26691
XM_045721468.1	16303	16254	2.55827e-08	3.0589e-10
XM_045721469.1	3177	3128	0	0
XM_045721470.1	3205	3156	0	0
XM_045721471.1	3074	3025	0.414592	0.0266363
XM_045721472.1	16300	16251	3.15627e-08	3.77462e-10
XM_045721473.1	3499	3450	6	0.337995
XM_045721474.1	3350	3301	0	0
XM_045721475.1	2077	2028	0	0
XM_045721476.1	16294	16245	4.80486e-08	5.7483e-10
XM_045721477.1	2379	2330	0	0
XM_045721478.1	2220	2171	0	0
XM_045721479.1	16288	16239	0.0108146	0.000129429
XM_045721480.1	5937	5888	1	0.0330073
XM_045721481.1	16288	16239	7.31568e-08	8.75536e-10
XM_045721482.1	2495	2446	0	0
XM_045721483.1	16285	16236	9.02749e-08	1.0806e-09
XM_045721484.1	1509	1460	0	0
XM_045721485.1	1507	1458	0	0
XM_045721486.1	3229	3180	0	0
XM_045721487.1	3120	3071	2.1252	0.134493
XM_045721488.1	8037	7988	9.97795	0.242763
XM_045721489.1	8034	7985	15.2999	0.372386
XM_045721490.1	16282	16233	0.0164684	0.000197166
XM_045721491.1	16279	16230	1.37481e-07	1.64627e-09
XM_045721492.1	5746	5697	0	0
XM_045721493.1	1530	1481	0	0
XM_045721494.1	1503	1454	0	0
XM_045721495.1	1440	1391	0	0
XM_045721496.1	16273	16224	2.09404e-07	2.50845e-09
XM_045721497.1	1531	1482	0	0
XM_045721498.1	1435	1386	0	0
XM_045721499.1	1490	1441	0	0
XM_045721500.1	1430	1381	0	0
XM_045721501.1	4277	4228	1.11146e-07	5.10904e-09
XM_045721502.1	4263	4214	4.84312e-06	2.23362e-07
XM_045721503.1	4231	4182	0.028345	0.00131726
XM_045721504.1	4218	4169	0.979952	0.0456826
XM_045721505.1	16270	16221	2.58453e-07	3.09658e-09
XM_045721506.1	16267	16218	3.19003e-07	3.82275e-09
XM_045721507.1	7116	7067	0	0
XM_045721508.1	7369	7320	0	0
XM_045721509.1	16267	16218	3.19003e-07	3.82275e-09
XM_045721510.1	3561	3512	0	0
XM_045721511.1	3749	3700	2.8072	0.147452
XM_045721512.1	3756	3707	0.326688	0.0171273
XM_045721513.1	15229	15180	0	0
XM_045721514.1	15226	15177	0	0
XM_045721515.1	15218	15169	0	0
XM_045721516.1	16159	16110	9.22241e-06	1.11257e-07
XM_045721517.1	15205	15156	0	0
XM_045721518.1	15205	15156	0	0
XM_045721519.1	15202	15153	0	0
XM_045721520.1	15191	15142	0	0
XM_045721521.1	15182	15133	0	0
XM_045721522.1	15139	15090	0	0
XM_045721523.1	15127	15078	0	0
XM_045721524.1	15103	15054	0	0
XM_045721525.1	16258	16209	0.0886937	0.00106345
XM_045721526.1	15092	15043	0	0
XM_045721527.1	15083	15034	0	0
XM_045721528.1	15059	15010	0	0
XM_045721529.1	15145	15096	0	0
XM_045721530.1	14828	14779	0	0
XM_045721531.1	13974	13925	0	0
XM_045721532.1	14271	14222	0	0
XM_045721533.1	14269	14220	0	0
XM_045721534.1	12552	12503	0	0
XM_045721535.1	10440	10391	0	0
XM_045721536.1	16255	16206	0.10949	0.00131304
XM_045721537.1	10228	10179	10.2292	0.195305
XM_045721538.1	15130	15081	0	0
